Status,Home,Time,Age,Expenses,Income,Debt,Amount,Price
1,2,48,40,60,123,0,900,"1,054.00"
2,2,60,42,120,143,"2,000.00",1160,"1,285.00"
2,1,48,52,93,180,0,1200,"1,338.00"
2,6,60,26,35,0,0,1200,"1,571.00"
1,1,36,45,90,150,0,1100,"1,556.00"
1,2,60,47,60,92,0,1100,"1,194.00"
1,2,60,25,45,139,"1,300.00",1450,"1,556.00"
1,2,60,50,75,250,0,1000,"1,989.00"
1,2,6,44,75,315,0,500,"2,624.00"
2,2,36,48,35,121,0,400,925
1,2,48,19,35,180,0,800,"1,128.00"
1,2,48,48,105,129,0,780,"2,220.00"
1,2,60,46,90,214,0,1120,"1,395.00"
1,2,60,50,45,99,0,1100,"1,137.00"
1,5,36,30,75,110,0,800,875
2,3,60,30,75,85,0,1100,"1,417.00"
1,2,18,39,90,138,0,500,700
1,2,60,27,60,93,0,1000,"1,207.00"
1,2,60,52,75,100,0,1100,"1,268.00"
1,1,48,42,76,160,0,1200,"1,326.00"
2,6,36,22,45,215,0,1470,"1,480.00"
1,5,60,43,35,90,0,1050,"1,228.00"
1,2,36,36,90,464,0,2000,"2,168.00"
1,3,60,23,35,167,"2,160.00",1650,"2,100.00"
1,1,60,40,84,86,0,1000,"1,197.00"
2,3,24,50,60,125,"3,000.00",360,510
1,2,36,52,105,274,0,300,325
1,2,36,38,75,135,1440,690,"1,000.00"
2,5,48,35,60,300,0,1400,"1,748.00"
2,2,60,34,75,300,300,1000,"1,392.00"
1,1,60,34,103,128,0,500,820
1,2,18,49,90,90,0,300,"1,275.00"
2,2,60,37,35,115,"6,000.00",1500,"1,758.00"
1,1,60,33,56,107,0,600,"1,250.00"
1,2,60,34,75,300,0,1000,"1,560.00"
1,2,48,42,105,230,"5,000.00",1200,"1,570.00"
1,2,24,32,45,122,1,500,"1,045.00"
1,5,36,19,35,43,0,425,500
1,2,48,45,90,250,0,1700,"1,800.00"
1,5,12,41,90,190,0,500,"1,600.00"
1,2,60,25,45,100,"2,500.00",950,"1,177.00"
1,1,48,19,60,246,0,1370,1371
2,1,36,59,69,85,0,850,"1,100.00"
1,1,36,56,77,173,0,1100,"1,256.00"
1,1,48,42,75,150,0,1000,"1,469.00"
2,5,60,38,90,86,0,1600,"1,682.00"
1,5,60,22,45,183,0,1150,"1,150.00"
2,1,36,44,55,100,0,675,675
1,2,60,31,60,94,0,900,"1,236.00"
1,2,48,49,60,150,0,650,"1,265.00"
1,1,60,55,74,140,0,1000,"1,204.00"
2,1,60,55,56,107,0,1100,"1,353.00"
1,3,36,38,60,117,0,950,"1,330.00"
1,2,60,60,60,230,0,950,"1,200.00"
2,1,60,58,82,470,0,1350,"1,488.00"
1,6,36,39,60,102,0,650,"1,695.00"
1,2,60,34,75,210,0,900,"1,547.00"
1,5,60,21,35,42,0,1100,"1,112.00"
1,1,60,37,48,130,0,600,"1,062.00"
2,3,48,25,45,90,2000,800,"1,567.00"
1,5,36,39,60,120,0,900,900
1,5,60,22,60,117,0,1100,"1,280.00"
1,2,30,35,75,160,0,700,"1,340.00"
1,1,60,50,69,90,0,1300,"1,490.00"
2,6,36,49,45,50,0,1600,"2,640.00"
1,2,48,30,75,100,"5,000.00",900,900
1,2,60,32,75,182,"2,500.00",1300,"1,569.00"
2,1,60,37,74,135,0,1400,"1,937.00"
1,2,60,24,45,67,"2,800.00",1400,"1,403.00"
1,2,24,63,45,0,0,1000,"1,501.00"
2,2,60,25,60,137,"1,900.00",1150,"1,255.00"
1,1,54,23,59,140,0,1300,"1,345.00"
2,5,60,22,35,85,0,1950,"2,134.00"
1,2,60,52,45,324,0,1550,"1,590.00"
2,1,18,39,60,0,0,250,400
2,2,60,29,45,100,0,1200,"1,406.00"
2,1,60,43,39,42,0,1600,"1,872.00"
1,2,60,35,60,251,"4,000.00",1000,"1,123.00"
1,5,60,27,35,180,0,1000,"1,067.00"
2,5,60,34,60,400,0,2075,"2,253.00"
1,1,36,39,91,158,0,380,580
1,2,36,51,75,300,0,1450,"1,992.00"
1,1,12,35,44,90,0,400,"1,400.00"
1,2,60,33,90,146,0,1150,"1,284.00"
1,2,60,30,75,255,0,1500,"1,749.00"
1,2,60,25,35,250,0,1400,"2,125.00"
1,2,60,53,45,50,0,1000,"1,505.00"
1,1,60,26,60,150,0,1200,"1,376.00"
1,2,60,61,45,0,"2,900.00",1200,"2,154.00"
1,6,60,63,35,190,0,750,"1,138.00"
1,1,60,30,63,178,0,1680,"1,931.00"
1,2,60,43,75,254,"2,900.00",1200,"1,698.00"
1,1,60,35,56,110,0,1000,"1,279.00"
2,2,36,49,75,70,"1,728.00",1650,"2,755.00"
2,1,60,34,85,100,0,1000,"1,600.00"
1,2,60,26,60,137,350,1200,"2,200.00"
1,1,42,41,90,0,0,1300,"2,260.00"
1,2,60,30,60,242,0,1550,"1,904.00"
1,2,60,51,90,85,0,1380,"1,580.00"
2,2,36,51,45,0,0,1300,"2,810.00"
1,1,36,40,58,125,0,700,700
1,5,24,53,90,500,0,600,"1,100.00"
1,6,60,33,60,140,0,1650,"1,910.00"
2,1,60,24,52,70,0,1200,"1,360.00"
1,1,60,25,60,150,0,700,"1,030.00"
2,2,36,44,90,245,0,375,460
1,2,60,33,75,193,0,1150,"1,339.00"
1,5,24,27,35,110,0,370,525
1,1,60,24,52,70,0,1000,"1,315.00"
1,1,60,32,87,115,0,1250,"1,517.00"
2,5,48,32,35,85,0,1100,1330
1,1,60,36,85,400,0,1000,"1,290.00"
1,5,60,27,35,130,0,1600,"1,900.00"
1,1,18,55,102,120,0,1150,"1,366.00"
1,1,60,39,130,250,0,1900,"4,063.00"
1,2,48,36,75,108,0,500,"1,064.00"
1,2,60,38,75,225,900,1000,"1,606.00"
2,2,36,37,105,300,0,1000,"1,570.00"
1,2,60,36,75,250,0,1350,"1,381.00"
1,2,24,49,35,150,0,800,816
2,2,48,27,75,0,"2,000.00",900,"1,150.00"
2,1,60,37,107,319,0,1800,"2,215.00"
2,1,60,49,85,100,0,1420,"1,586.00"
1,1,12,28,40,51,0,300,"1,469.00"
1,2,60,27,45,145,0,1000,"1,556.00"
1,1,48,47,52,168,0,850,"1,720.00"
1,1,60,44,65,54,0,1550,"1,650.00"
1,1,48,29,85,100,0,1000,"1,191.00"
1,5,60,35,60,115,0,1000,"1,127.00"
2,2,24,47,35,0,"4,000.00",900,"1,100.00"
1,2,48,31,60,180,"1,200.00","1,000.00",1480
2,5,60,23,35,63,0,800,"1,258.00"
1,2,48,46,60,130,0,950,"1,544.00"
1,2,60,50,60,170,0,1300,"1,404.00"
1,2,48,26,35,157,0,1200,"2,053.00"
2,6,36,36,35,0,0,1250,"1,575.00"
2,2,60,28,90,64,0,1055,"1,430.00"
2,6,60,36,45,0,0,1400,"1,409.00"
1,2,48,61,35,35,200,650,962
1,6,24,46,75,150,0,1400,"1,400.00"
1,2,12,25,45,65,0,350,"1,571.00"
1,5,36,22,35,100,0,1000,"1,200.00"
1,1,60,38,91,160,0,600,"1,200.00"
2,6,60,57,60,215,0,1600,"1,842.00"
1,2,48,26,75,112,0,750,841
2,6,60,24,45,126,0,1450,"1,585.00"
1,2,60,51,90,150,0,950,957
1,2,24,26,35,136,0,450,950
1,2,60,46,45,123,0,1100,"1,375.00"
2,2,60,37,90,80,0,1600,"1,800.00"
1,2,48,55,45,72,0,1760,"2,212.00"
1,3,60,38,60,110,400,450,"1,133.00"
2,1,60,24,56,111,0,1000,"1,570.00"
2,5,36,27,35,60,0,500,"1,569.00"
2,6,48,43,75,0,0,1400,"1,590.00"
2,6,60,52,45,0,0,1400,"1,734.00"
2,2,18,57,75,290,0,350,450
2,3,48,36,35,173,0,1000,"2,008.00"
1,2,18,62,60,125,0,500,"1,150.00"
1,5,24,19,35,60,0,530,630
1,3,60,32,75,160,0,1200,"1,571.00"
2,1,48,43,73,126,0,1300,"1,770.00"
1,2,36,34,60,148,"4,090.00",500,"1,600.00"
1,2,48,34,75,170,435,1500,"1,627.00"
1,1,24,34,68,230,0,500,"1,094.00"
1,2,60,30,60,166,"1,500.00",1350,"1,570.00"
2,2,60,40,35,67,0,800,935
2,1,60,42,35,0,0,1900,"2,259.00"
1,2,36,49,60,80,0,800,"1,419.00"
2,1,48,40,66,60,0,500,820
1,5,60,24,35,91,0,900,"1,060.00"
1,5,12,35,35,96,0,350,600
1,5,60,36,75,180,0,1200,"1,372.00"
1,2,24,62,60,130,0,250,758
1,2,60,24,45,67,"2,000.00",1000,"1,164.00"
2,2,60,44,75,100,0,1210,"1,450.00"
1,2,60,57,60,830,0,2000,"2,125.00"
1,2,60,25,45,125,700,1300,"1,557.00"
1,2,48,30,60,30,0,900,"1,700.00"
2,1,48,65,69,237,0,1571,"1,571.00"
1,5,60,32,60,152,0,900,"1,654.00"
1,2,24,43,60,95,0,300,350
1,1,30,48,74,139,0,300,420
2,5,48,25,45,145,0,1700,"2,173.00"
2,6,36,36,45,300,0,3000,"6,802.00"
1,2,24,47,60,135,0,550,"1,061.00"
1,5,60,22,35,80,0,1200,"1,425.00"
1,2,36,47,60,100,0,450,546
2,2,6,42,45,275,"1,200.00",2400,"3,400.00"
2,2,48,40,90,250,"7,000.00",1250,"1,776.00"
1,2,36,40,75,125,0,800,"1,200.00"
2,2,48,43,90,100,0,1400,1403
2,1,60,38,118,130,0,900,1086
1,6,60,41,75,131,0,1200,1200
1,2,60,55,60,350,3000,1700,2200
1,5,60,32,60,538,0,1400,2360
1,5,18,42,75,276,0,750,1758
1,5,60,23,35,107,0,700,1783
2,1,60,41,45,0,0,1100,1108
1,2,60,50,45,156,0,700,1136
1,2,60,49,90,110,600,1350,1557
1,2,48,62,60,260,500,800,886
1,2,60,43,45,0,0,1000,1490
1,1,36,23,68,81,0,400,400
2,2,60,33,75,76,550,800,1105
1,6,60,25,60,98,0,600,1131
2,2,18,50,135,0,0,700,1256
1,2,60,37,60,132,1500,1400,1571
1,5,36,27,35,105,2350,1000,1443
1,2,60,47,75,300,0,1060,1160
1,5,48,22,45,117,0,768,896
1,6,60,39,60,119,0,1300,1639
1,2,24,46,90,140,0,350,1571
2,5,48,19,35,70,0,1000,1075
1,2,60,24,35,265,0,1200,1590
1,1,36,43,78,180,0,1600,2200
1,2,36,42,60,62,0,300,450
1,3,24,32,35,189,3900,1000,1536
2,1,60,27,43,75,0,1000,1375
2,5,60,34,35,70,0,900,1005
1,2,60,43,75,188,0,1000,1264
1,5,36,21,35,150,0,1000,1313
1,2,48,36,45,124,0,700,1365
1,5,60,23,45,113,0,900,1105
1,6,24,40,75,98,0,500,1100
1,3,60,38,90,195,200,1150,1310
1,1,36,58,61,159,0,950,1265
2,3,24,41,135,959,500,1050,1474
1,1,36,39,92,170,0,950,980
1,5,24,19,35,28,0,400,600
2,1,48,31,102,268,0,1400,1635
2,2,48,28,60,155,1641,800,1376
1,1,36,49,84,240,0,675,675
1,2,60,47,90,500,0,1800,2000
2,2,60,42,75,135,0,978,978
2,5,60,25,35,225,0,1130,1130
1,2,48,48,45,100,0,1600,2600
1,2,36,52,60,190,0,800,950
2,2,60,37,60,200,0,1400,1493
1,1,36,45,105,154,0,600,2240
1,2,60,30,45,210,0,1100,1224
2,1,36,38,60,145,0,650,1000
2,2,60,50,90,210,0,2100,2500
2,5,60,29,35,102,0,1100,1120
2,1,24,52,45,0,0,400,1242
1,2,36,42,105,75,0,400,725
1,2,36,37,75,150,1500,500,720
1,5,36,36,35,120,0,1000,2470
2,1,60,33,64,36,0,1150,1150
1,2,36,41,90,129,0,1000,1655
1,5,60,23,45,125,0,900,1389
1,6,48,30,75,156,0,1100,1310
2,2,60,27,60,72,1300,750,758
1,6,24,33,75,166,0,1150,1770
2,5,36,23,35,75,0,350,425
1,2,24,41,90,125,400,250,1035
1,1,60,52,70,250,0,1200,1226
1,2,36,58,45,128,0,1500,1750
1,2,36,46,60,155,0,1000,1800
1,2,60,28,60,459,9700,600,2150
1,2,48,38,75,360,4000,1700,1713
2,1,36,39,85,100,0,600,975
1,1,60,24,53,80,0,400,650
1,2,60,41,90,250,2000,800,916
1,6,36,51,45,105,0,625,625
1,2,36,56,105,300,1300,1100,1318
1,6,24,24,60,137,0,300,750
1,2,12,49,90,110,0,125,325
1,2,36,21,35,127,0,850,1014
2,2,60,34,35,56,1500,1250,1525
1,2,60,38,90,75,0,1000,1144
1,2,36,58,35,52,0,400,550
1,5,60,39,35,100,0,1000,1556
1,1,60,60,62,170,0,915,1396
1,3,60,23,35,150,3800,1000,2470
1,2,12,37,75,188,1000,600,1890
1,3,36,48,75,175,0,475,575
1,5,60,26,45,64,0,1150,1294
2,5,36,23,35,110,0,650,710
1,2,60,34,45,186,0,1900,2600
1,2,60,46,75,140,0,1800,1849
1,2,12,51,45,200,0,350,450
1,2,60,45,90,135,3500,1100,1369
1,2,60,55,45,130,0,1800,2281
2,2,48,39,60,200,0,3075,4575
1,5,60,33,60,0,0,1250,1332
1,1,36,52,75,0,0,200,1240
1,2,60,26,45,90,0,900,931
1,2,60,47,60,175,1500,1000,1330
1,2,18,31,90,197,300,860,1192
2,2,48,50,90,125,0,800,950
1,2,36,39,45,170,1200,1100,1900
2,1,48,36,100,247,0,1500,1810
2,6,60,47,45,250,0,1300,1700
1,2,24,45,75,130,0,450,1318
1,6,24,40,75,207,0,600,750
2,1,60,36,97,65,0,1000,1168
1,2,36,43,90,180,560,700,1300
2,2,48,44,60,250,9300,700,1111
1,2,60,55,45,129,0,970,1264
2,1,60,32,90,0,0,1600,1692
2,6,48,26,35,116,0,1100,1123
1,2,60,33,75,88,0,1000,1386
1,1,24,27,72,120,0,900,1395
2,1,60,24,70,100,0,900,1127
1,2,60,29,60,100,0,800,960
2,5,60,20,35,113,0,1500,2179
1,2,36,46,105,80,0,850,886
1,2,60,62,60,150,400,800,1314
2,6,36,49,75,0,0,2400,2800
1,5,60,27,35,71,0,600,960
2,1,60,52,55,99,0,750,873
1,6,36,26,35,63,0,300,1111
2,2,60,43,75,166,700,1000,1040
1,5,60,34,45,108,0,1000,1995
1,1,60,37,58,134,0,900,1333
1,1,36,37,74,138,0,900,1358
1,2,48,39,60,110,0,1270,1613
1,2,60,26,45,160,0,1300,1855
1,2,60,34,60,176,450,1800,2271
2,5,60,30,35,70,0,925,925
1,1,60,26,51,60,0,1750,1950
1,6,6,58,45,130,0,500,2058
1,5,60,36,35,176,0,1100,1600
1,2,60,40,90,130,0,800,860
1,2,36,49,35,108,0,350,875
1,2,60,55,60,0,3650,1200,1710
1,2,60,25,60,150,2000,1000,1260
1,1,36,33,108,183,0,950,1705
1,1,60,38,56,108,0,1000,1307
1,6,36,38,90,200,0,1550,1982
1,1,12,33,78,180,0,300,1479
2,5,48,22,45,0,0,1000,1449
1,1,60,42,58,130,0,1000,1308
2,1,48,47,74,140,0,2000,2201
1,2,60,25,75,141,0,1250,1350
1,2,48,42,60,127,0,700,1386
1,2,48,52,60,117,0,1650,2276
1,1,36,36,88,130,0,400,1608
1,2,60,28,75,240,0,1300,1585
1,5,60,33,35,425,0,900,1320
1,2,60,46,75,800,2050,2600,3190
1,5,60,22,35,80,0,1000,1500
1,1,60,22,45,95,0,1250,1571
2,2,60,23,35,71,0,1150,1386
1,6,60,29,45,135,0,1400,1680
1,5,36,29,35,47,0,400,450
1,5,12,37,90,250,0,240,1488
1,6,12,30,35,150,0,920,1396
1,2,48,52,60,118,0,750,1255
1,2,48,46,60,130,0,1480,1883
1,2,36,51,45,125,200,375,375
1,1,60,28,77,171,0,2500,3070
1,2,36,33,45,265,1100,1400,2189
1,1,60,39,45,100,0,1450,1692
2,1,60,33,82,69,0,2000,2216
1,2,48,40,75,293,0,1298,1298
1,3,24,59,35,87,0,425,750
1,2,60,32,45,110,2000,1400,1830
1,2,60,45,75,75,0,1100,1242
2,6,48,38,75,40,0,600,882
1,2,60,26,45,140,1500,600,1137
2,1,24,29,60,0,0,275,275
2,5,36,21,45,161,0,580,580
1,5,6,31,35,70,0,850,1403
1,2,36,32,75,65,0,700,957
1,6,24,40,60,66,0,1300,1300
2,1,48,29,42,73,0,579,1097
1,1,36,33,78,178,0,700,1033
1,5,60,29,35,140,0,763,913
2,2,60,57,35,50,0,960,962
2,2,60,23,45,78,6300,1075,1123
2,2,36,36,75,0,0,1000,1400
1,2,60,38,60,350,0,1500,1800
1,1,48,45,59,140,0,1800,1980
1,2,36,51,75,125,0,600,989
1,1,48,42,102,121,0,1000,1250
1,2,60,22,35,155,0,1100,1646
1,3,48,26,35,133,0,1000,1114
1,2,60,51,75,117,0,1000,1365
2,5,36,33,35,125,0,600,1600
1,3,48,43,75,136,500,940,1133
1,2,12,32,75,25,1800,100,550
2,1,36,52,93,176,0,350,350
1,6,12,65,45,430,0,1000,1321
2,1,60,32,88,125,0,1200,1225
1,2,60,29,35,79,0,850,950
2,1,36,25,69,92,0,475,550
1,5,60,22,45,176,0,1150,1277
2,3,60,53,75,85,0,1050,1172
1,2,24,47,90,188,0,700,1318
1,1,48,34,75,300,0,1700,2185
2,5,60,23,35,100,0,1500,2610
1,1,60,54,57,120,0,1000,1257
1,5,12,22,35,60,0,100,600
2,1,48,46,103,125,0,1100,1408
1,2,12,42,90,464,0,1100,2413
1,5,60,45,35,176,0,1000,1388
1,5,60,49,35,90,0,1600,1636
1,2,60,28,60,200,0,750,850
1,5,24,22,35,415,0,700,1757
1,2,60,27,45,318,3300,1350,1600
1,2,18,33,35,163,0,1200,2022
2,1,60,52,97,72,0,1200,1200
1,2,60,34,45,156,198,1550,1550
2,2,36,43,35,49,0,400,710
1,2,60,40,75,110,0,950,1286
1,2,60,31,45,140,1200,900,1400
1,2,36,31,60,92,850,600,1638
2,1,60,27,35,0,0,1700,1700
1,2,24,42,60,145,0,500,1850
1,5,60,35,75,104,0,1200,1677
1,2,36,42,75,400,0,1500,1900
1,2,48,24,45,95,0,1000,1601
1,2,6,31,60,150,0,300,1200
1,5,12,53,35,160,0,250,1456
1,2,60,59,60,177,0,1450,1456
1,2,48,38,60,85,0,500,960
2,1,36,49,113,380,0,1000,1337
1,2,60,42,60,107,0,1000,1359
1,2,36,54,45,134,0,625,801
2,1,60,24,35,0,0,850,989
1,1,60,39,124,191,0,2000,2536
2,2,60,48,75,100,0,1000,1129
1,5,36,20,35,110,0,500,1314
2,6,48,32,45,225,0,1000,1812
1,5,60,51,60,100,0,300,1742
1,2,48,54,60,217,0,1250,1455
2,6,36,40,75,176,0,950,1150
1,2,24,29,45,254,800,500,1900
2,6,60,27,90,126,0,1400,1800
1,2,60,57,45,200,0,950,1070
2,6,60,36,60,101,0,850,1098
2,5,60,31,60,119,0,1600,1750
1,2,48,22,35,152,0,1210,1325
2,5,48,40,90,113,0,600,710
1,6,36,54,75,119,0,300,1268
2,1,60,39,35,0,0,2350,2679
1,5,60,26,35,75,0,850,989
1,1,60,36,83,80,0,1220,1505
2,5,36,22,60,137,0,700,900
1,3,36,26,45,107,0,700,700
2,2,60,36,90,62,0,650,1295
2,2,60,36,90,62,0,650,1295
1,1,60,37,88,125,0,750,970
2,1,60,28,79,190,0,1250,1250
1,2,24,56,60,124,0,500,1495
2,2,36,35,60,144,0,475,690
2,2,60,31,45,184,0,1550,1679
1,5,24,26,35,100,0,800,2450
1,2,12,34,75,80,3500,300,1600
1,1,60,36,58,129,0,1125,1575
1,2,24,29,60,225,0,600,980
1,2,48,33,75,191,2000,1400,1602
1,1,24,28,75,150,0,512,1255
1,3,60,24,45,127,0,1000,1282
2,2,60,57,45,283,0,900,1168
1,5,60,34,45,195,0,1200,1200
1,2,36,38,45,114,0,650,1100
1,1,60,29,35,0,0,1550,1700
2,1,60,36,85,100,0,1100,1256
1,1,36,29,46,113,0,1100,1110
1,2,60,47,75,178,0,1850,1852
1,2,48,53,75,100,0,500,1114
2,1,36,32,35,0,0,950,1350
1,2,60,34,60,310,0,1600,1849
2,6,60,21,35,86,0,1400,1600
1,6,36,32,35,139,0,1100,2471
1,2,60,32,35,94,0,1350,1583
1,1,36,24,59,135,0,650,1136
1,3,60,51,45,110,0,800,1343
1,2,48,29,45,145,0,700,1104
1,5,54,38,35,53,0,850,1129
1,2,42,38,75,229,0,1700,1850
2,2,60,47,75,285,0,1440,1440
1,1,12,34,69,240,0,500,700
1,5,60,22,35,86,0,1200,1214
2,3,60,46,60,165,1300,1400,1530
1,2,60,39,105,129,1200,750,1888
1,5,60,28,60,131,0,1250,1346
1,1,60,39,57,123,0,1000,1194
2,1,48,53,56,208,0,1200,1479
1,2,60,49,60,133,0,1000,1755
1,2,24,46,75,500,0,500,1095
1,5,36,56,35,102,0,1000,1606
1,2,48,33,75,150,0,1000,1670
1,5,60,30,75,100,0,1350,1896
1,1,18,26,46,110,0,500,600
1,2,60,34,60,0,0,1400,1500
1,1,60,36,47,120,1700,1650,1852
2,5,24,37,35,78,0,800,1298
1,2,60,26,60,187,1000,1100,1175
1,2,60,62,60,428,0,1900,1994
1,1,60,41,51,60,0,750,818
2,2,60,37,75,116,575,950,950
1,2,36,32,75,114,0,1000,1853
1,2,48,32,45,208,5000,1000,1323
1,2,60,31,75,123,0,700,1698
2,1,48,28,66,64,0,1100,1365
1,2,48,37,75,350,0,1000,1628
2,5,36,21,35,85,0,105,105
1,1,24,31,84,90,0,400,2230
1,1,60,36,100,250,0,1250,1816
1,2,60,34,75,173,1600,933,964
2,1,36,25,49,135,0,600,675
1,6,60,36,75,210,0,1330,1330
1,1,60,47,53,80,0,1350,1612
1,3,6,24,35,173,0,475,1323
1,2,60,28,60,130,1500,900,1281
1,2,36,32,75,112,3600,400,830
2,1,60,35,52,70,0,1000,1000
2,5,36,28,35,116,0,925,1350
1,2,48,26,45,165,600,950,1490
1,2,36,60,60,116,0,1000,1100
1,2,24,57,45,25,0,400,1034
1,5,36,34,35,130,0,500,550
2,1,60,57,50,52,0,800,866
2,6,24,46,35,78,0,550,550
1,2,60,28,45,148,0,1300,1695
2,2,60,44,60,0,0,850,972
1,1,36,35,82,74,0,475,550
1,1,60,21,49,138,0,950,984
2,2,36,45,90,155,0,300,1012
1,1,48,31,70,247,0,900,1039
1,5,48,27,35,85,0,650,650
1,2,12,59,45,42,0,400,790
1,4,60,55,60,157,0,1600,1600
1,2,60,36,75,236,2000,1500,1615
1,1,60,41,74,137,0,1000,1450
1,2,36,51,60,152,0,500,635
2,3,60,35,35,0,0,1400,1411
1,5,60,33,35,167,0,2000,2250
2,1,48,39,153,330,0,1000,1260
1,1,60,34,60,250,0,1500,1594
2,5,36,22,35,80,0,490,690
1,2,36,25,35,200,0,900,1139
1,2,48,55,60,84,0,1390,1390
1,2,60,33,75,200,1620,1000,1671
1,2,60,28,60,187,0,1500,2180
1,2,60,24,35,70,0,1200,1505
1,2,60,38,75,120,0,1100,1172
1,2,60,30,45,80,200,1000,1331
2,1,24,47,79,41,0,1200,2257
2,1,60,31,81,57,0,1400,1475
2,5,36,26,35,0,3000,1200,2140
1,5,48,21,35,70,0,1250,1365
2,1,48,27,70,250,0,860,970
1,2,60,65,45,222,0,600,1264
1,2,60,56,75,150,0,1000,1104
1,2,48,41,35,175,0,750,1128
1,1,36,25,49,138,0,900,1717
1,5,36,27,45,72,0,350,1426
2,2,60,62,90,136,0,600,790
2,2,60,42,90,40,1600,2000,2550
1,5,60,25,45,130,0,1100,1380
2,5,60,34,75,190,0,700,719
1,2,60,24,60,243,1980,1250,1451
1,1,60,26,70,98,0,1100,1240
2,5,24,21,35,126,0,1150,1586
2,2,48,35,75,55,0,1500,1786
2,2,60,49,105,88,0,850,1149
2,2,60,35,35,181,0,1600,1912
2,3,60,33,90,77,0,1500,1813
2,5,36,27,35,110,0,300,550
1,2,60,35,60,125,0,1080,1428
1,2,60,27,60,225,1200,700,2273
1,1,36,35,42,74,0,950,1000
1,2,18,37,45,115,0,600,1200
1,1,48,64,74,137,0,600,927
1,2,36,34,45,202,0,350,800
1,2,48,37,75,135,0,1000,1062
1,2,48,43,45,145,0,680,1350
2,1,36,49,65,54,0,450,615
1,2,12,51,45,80,0,1000,1931
1,2,36,24,45,140,0,1000,1100
1,5,60,22,35,90,0,1250,1590
2,5,36,30,45,32,0,650,750
1,2,24,33,45,130,0,800,1465
1,2,24,50,60,285,700,500,1321
1,5,36,19,35,75,0,1450,1473
1,2,36,26,45,150,0,1500,2588
1,2,60,28,35,172,2000,950,1184
2,1,36,23,75,300,0,400,700
1,5,60,26,35,73,0,650,1200
1,2,60,51,60,165,0,500,625
2,2,36,38,90,300,0,1200,1881
1,1,60,30,67,217,0,1800,1807
2,6,60,41,105,0,0,1000,2750
1,3,60,29,60,90,0,1650,1800
1,5,36,28,45,100,0,1000,2343
1,2,48,38,75,217,0,1400,1689
2,2,48,29,60,62,0,984,984
1,1,6,28,66,60,0,200,1566
1,2,60,32,60,117,80,1400,1833
2,1,48,22,42,73,0,940,1127
2,5,48,30,35,86,0,900,1127
2,2,48,30,75,67,2040,1000,1093
1,2,36,53,75,165,0,900,900
2,3,60,28,75,166,0,1500,1599
2,6,48,22,35,82,0,480,1910
2,1,36,24,44,90,0,1050,1493
2,1,60,52,68,327,0,700,819
1,2,60,34,75,145,1800,1500,1703
1,1,36,39,95,202,0,600,1461
1,2,60,30,45,150,2800,1400,1763
1,1,36,46,82,223,0,450,650
1,5,36,52,60,325,0,400,1700
1,2,60,52,60,143,0,1300,1661
1,1,60,36,85,100,0,850,1150
1,2,12,25,45,124,1000,800,1602
1,1,48,46,86,110,0,1150,1528
2,6,48,45,75,120,0,900,964
1,2,60,53,60,107,0,800,932
2,6,60,22,35,83,0,1400,1430
1,6,36,50,60,162,0,1000,1615
2,2,48,52,90,245,2432,1520,1670
1,3,60,47,60,243,0,1850,1890
1,1,60,27,43,76,0,650,1070
1,2,18,35,60,400,0,200,2225
1,5,48,21,35,106,0,500,1131
1,2,36,44,75,120,0,650,1852
2,5,60,32,35,122,0,2000,2050
1,1,36,34,43,80,0,700,700
1,3,60,36,60,120,1500,1500,1540
1,1,48,36,80,200,0,978,1338
1,1,60,36,79,191,700,1000,1209
1,1,60,24,52,67,0,800,1137
2,2,36,26,35,0,3000,800,1000
1,1,12,35,96,210,0,300,700
1,2,60,42,35,110,0,1090,1565
1,6,60,55,45,45,0,600,864
1,2,60,49,135,150,0,1100,1477
2,5,60,38,35,100,0,1300,1500
1,2,60,32,75,345,3300,700,994
1,2,60,36,60,122,0,750,850
1,2,60,55,60,110,0,1500,1527
2,1,60,30,54,90,0,1500,1500
1,2,48,29,75,76,0,300,1336
1,1,36,48,94,340,0,525,525
2,2,60,29,60,185,2300,2000,2675
1,2,60,42,75,101,0,1090,1190
1,2,24,32,60,196,300,800,1606
1,2,36,47,75,158,0,1000,2159
1,5,60,33,45,221,0,1600,2344
1,2,60,32,35,133,150,1600,2200
1,2,60,42,90,0,0,1300,2147
1,2,24,45,90,150,0,250,450
1,2,12,40,75,390,0,500,1732
1,2,36,28,60,146,0,700,1258
1,5,48,29,45,478,0,2100,2450
1,6,24,41,60,90,0,500,1600
1,3,48,55,60,169,0,1000,1459
2,2,60,61,45,100,0,1060,1134
2,1,18,30,54,90,0,300,425
1,2,48,40,60,160,800,1300,1521
1,1,48,36,82,222,0,1900,2100
1,2,60,42,75,111,0,1150,1640
1,2,48,18,45,111,0,1100,1299
1,2,36,23,75,168,0,1100,1385
1,2,60,49,90,215,0,1000,1228
1,2,60,28,75,94,9500,1660,2419
1,5,36,26,35,63,0,600,994
2,1,60,25,73,280,0,600,1364
1,2,48,33,75,220,0,1300,2400
1,2,60,30,45,126,2400,1000,1120
1,2,36,44,60,120,0,350,400
2,5,60,25,35,90,0,900,1111
1,2,24,55,75,191,0,1000,2420
1,1,60,41,50,148,0,835,1356
2,6,60,47,45,0,0,1500,1600
1,5,24,26,35,88,0,325,450
